content,Tampilan,Autentikasi,Transaksi
"Sangat membantu dalam transaksi , cepat dan mudah",,,Positive
"wonder by BNI sangat memudahkan untuk melakukan transaksi,cepat dan aman",,,Positive
"transaksi gagal tapi saldo terpotong, top up dana gagal tapi saldo terpotong, transfer ke bank lain statusnya gagal tapi saldo tetap terpotong",,,Negative
Bukti bayar listrik n pdam tidak mencantumkan angka meteran pemakaian.,,,Negative
"Tambahin setor/tarik tunai nya dong, masa lebih lengkap versi lama BNI mobile dari wondr. Ayo BNI tunjukkan perubahan mu 💪💪😁",,,Positive
Kurangin lah perbaikan sistem.. Tiap saat perbaikan sistem . Bikin puyeng kalau mau transaksi,,,Negative
"Sebelumnya pake BNI mbank,beli sopay minimum saldo di rekening bisa sampe 15k..tadi coba,saldo 215,beli 200 ga bisa2..akhirnya bisa beli di 165..hadew..malah ketahan 50k",,,Negative
Udah daftar terus aplikasinya error. Terus di uninstal lagi kan. Pas di download kembali terus mau login malah kayak daftar ulang lagi. Udah gtu pas bagian verifikasi muka gagal terus alhasil gak bisa. Mana lagi mau dibutuhkan untuk payroll,,Negative,
Pertama kali pakai karena saran dr pihak BANK. Saat mencoba dipakai untuk Transaksi malah gagal.dicoba lagi ehh gagal lagi... Kalo belum siap atau belum mampu membuat aplikasi mending ga usah lagu-laguan... Bikin Malu dan malu-maluin.,,,Negative
Tidak bisa tarik tunai via hp di mesin atm,,,Negative
"aplikasi sampah gaguna, mau tf pin nya salah padahal udah sesuai akhirnya terpaksa reset. pas udah reset mo login malah password nya yang tbtb salah pdhl bener bener semenit lalu passwordnya bs. pas passwordnya udh bs pin nya malah gabisa lagi, ini duit jadi gabisa kepake serba salah padahal bener bener udah sesuai banget udah sampe reset gada typo tp salah 1 antara password login atau pin selalu salah sampe akhirnya gbs login karna keseringan verif. uang jadi gabisa diapa apain nih. sampah",,Negative,Negative
Terimakasih uang saya sudah kembali,,,Positive
Aplikasi nya keren sih sangat memudahkan bertransaksi gaperlu repot repot ke ATM. Fitur fiturnya juga keren sih gampang banget transaksi nya juga. Sangat membantu terimakasih wondr by BNI,Positive,,Positive
"aplikasi keren dan multifungsi , bisa bayar tagihan langsung dari HP ,dan mudah pantau keuangan,topup e-wallet mudah dan bisa kapan saja, dapat mengatur keuangan dan banyak promo menarik.",Positive,,Positive
Verifikasi Wajah Error,,Negative,
"Tampilan bagus, cocok banget sama selera anak muda. Fitur""nya gampang dipahami, walaupun yang make orang tua sekalipun. Memudahkan banget buat keperluan transfer sehari"".",Positive,,Positive
"Ini aplikasinya membantu saya dalam mengelola keuangan, Aplikasinya juga mudah digunakan tampilannya simple dan mudah di mengerti oleh awam apalagi ada fitur pembayaran pakai QRIS jadi cepet banget mau bayar apapun tinggal scan aja Pokoknya rekomendasi banget aplikasi nya 😍",Positive,,Positive
"Wondr by bni ini mungkin kedepannya bisa ditambah fitur tarik tunainya, biar lebih mudah beralihnya jika semua fitur di BNI mobile tersedia di app ini",,,Positive
"aku baru bikin rekening BNI, dan instal m-banking nya, ternyata sangat amat sekali worth it, karena Wondr by BNI mudah digunakan dan tampilanya kece. Apalagi minimal saldonya ramah dikantong, jadi nggak perlu khawatir, terus biaya adminnya juga dikit, yg paling aku senengi adalah, bisa narik tunai 20k jadi lebih hemat. Selama aku pakai ini aku nyaman banget, jadi nggak boros dan nggak khawatir aplikasinya lelet, karena buat transaksi itu sat set, jadi menghemat waktu.",Positive,,Positive
Untuk otp emal saya kokdhak terkirimya,,Negative,
"Uninstall dulu. Udah berhasil login 1 hari sebelumnya. Hari ini mau login, malah disuruh daftar lagi.",,Negative,
"Untuk fitur login pake biometrik sidik jari diaktifkan tolong juga disediakan menu untuk login pake password, takutnya sewaktu login dengan sidik jari bermasalah masih bisa login seperti biasa dengan password.",,Negative,
"Sering banget gangguan, apalagi kalo mau Transfer BI fast",,,Negative
aplikasi gajelas verifikasi muka gagal terus aneh ribet harus ada vermuk ga kaya bca najis,,Negative,
Menu mobile Tunai gak ada. Bahasa di aplikasinya kurang bisa di pahami oleh orang awam.,,,Negative
Memberi kemudahan akses Transaksi dan proteksi Keamanan keuangan.,,,Positive
"Mohon diperbaiki apl wonder by BNI tidak lengkap untuk daerah bayar pajak PBB, di BNI mobile banking padahal lengkap ada semua daerah",,,Negative
"Pada saat aplikasinya error, pengguna langsung diblokir tanpa ada notifikasi ke email terkait aplikasi tersebut.",,Negative,
Gajelas balik lg ke syarat&ketentuan.. padahal udh login.. Hp ram 8 masa iya ngaco? Ini mah aplikasinya yg down payah.. mending BNI Mobile Banking jauhhh,,Negative,
"Aplikasinya error. Saya ngga bisa login karna halaman utama yang muncul itu halaman utama untuk daftar. Setiap mau login yang muncul syarat-syarat yang dipakai kalau mau daftar. Pas udah diikutin step pendaftarannya juga masih sama, muncul di situ lagi setiap mau login, tidak muncul halaman login seperti seharusnya. Tolong untuk segera diatasi.",,Negative,
Semoga secepatnya ada fitur tarik tunai,,,Positive
Verifikasii muka susah banget... Payaah...,,Negative,
"Mengapa ya menu layanan di wondr by BNI masih kalah jauh dengan apa yang ada di BNI mobile banking. Disisi lain fitur pembayaran tagihan PLN sudah ditutup di Internet Banking BNI. Harapannya segeralah minimal sama, artinya semua layanan yang ada di BNI mobile banking ada juga di wondr by BNI. Jangan sampai Internet Banking BNI disuntik mati tapi layanan wondr by BNI masih belum bisa jadi andalan yang akan menggantikan BNI mobile banking.",,,Negative
"Aplikasi ok mntap cuma kekurangan nya salah masukin sandi satu kali saja suruh pervikasi akun, sudah gitu nunggu OTP sudah 4-5 kali tidak ada kiriman otp nya juga. Anda sudah mencoba 5 kali kitim otp mohon datang kembali besok. Jadi bikin pusing. Tolong diperbaiki dan dipermudah untuk yang sudah punya akun.",,Negative,
"Tdx sdh login, pas mw login balik aplikasi kembali k syarat & ketentuan, bgitu sterusx sampe sy uninstall😞",,Negative,
Transaksi apapun menjadi mudah,,,Positive
"Aplikasi BNI amburadul sekarang, ntah uang yang tiba² ga bisa di tarik, uang hilang kembali lagi, sekarang buat bayar apa² online lama banget di prosesnya",,,Negative
"Aplikasi aneh, sdh login malah log out sendiri, aplikasi nggk jelas ini, mohon di perbaiki yaa..!!!",,Negative,
udh daftar dan verif udh topup saldo eh besok nya suruh verif dan ke cabang bank terdekat hadeuh,,Negative,Negative
Sudah daftar pas masuk suruh daftar lagi applikasi aneh. Close sendiri pas buka lagi suruh ceklist persyaratan & verifikasi ktp & wajah lagi. Harusnya kalau udah daftar ada tombol login ga usah verivikasi lagi. Jauh sama applikasi BRImo punya BRI.,,Negative,
"Bikin aplikasi baru tapi gak lengkap, tarik tunai tanpa kartu kok gak ada ???, mau pakek bni mobile sudah gak bisa di akses juga tarik tunai tanpa kartu",,,Negative
"kenapa sya tiba tiba gabisa transaksi disini , awalnya bisa tapi sekarang harus masukin nomor kartuu",,,Negative
mbanking terflop. minta verifikasi mulu. bye bni,,Negative,
Auto uninstal dan gak pakai lagi BNI soalnya sekarang limit transfer nya makin naik awalnya sisa saldo 5000 masih sekarang minimal sisa saldo setelah transfer 35000 sangat2 merugikan dan mengecewakan,,,Negative
belum ada fitur tarik tunai,,,Negative
Aplikasi ny gak jelas Masa keluar masuk sendiri Setiap masuk harus login juga Fitur ngak mudah d pahami Gak sesuai kata² d komentar Kata ny mudah Malah sebaliknya,,Negative,
"Aplikasinya kalo dibuka terlalu lama jadi setiap mau transaksi ga satset seperti awal tolong di perbaiki lagi yaa, Dan juga dilengkapi untuk beli paket data lewat wonder biar mempermudah",,,Negative
"lebih bagus, karena bisa melihat mutasi rekening lebih lengkap, tapi tolong di update lebih detail tentang informasi transaksinya",,,Positive
Saya sangat kecewa dengan aplikasi ini yg tidak ada fitur tarik tunainya...,,,Negative
Kenapa tidak ada layanan tarik tunai tampa kartu,,,Negative
Ini kenapa saya dari 2 hari yang lalu transfer belum berhasil terus ya?,,,Negative
"I'm back 🥰 oke thank you udah 1 bulan pemakaian ini semua aman, transaksi mudah dan cepat. Semoga selalu lancar wonder BNI ❤️❤️",,,Positive
Kacau sekali. Transaksi gagal terus. Apa lagi kalau hari libur. Saldo kepotong. Mau pengaduan respon lama.,,,Negative
"Tolong kenapa saya tidak bisa mengubah nama , saya tidak bisa melakukan transaksi dikarenakan nama saya beda 1 huruf,dan itu kendala bagi saya.tolong pihak wondr bisa menyelesaikan masalah saya terimakasih",,,Negative
"Aplikasi mbanking yang interfacenya nyaman jadi enak dilihat, sudah beberapa kali belanja online bisa bayar pake aplikasi ini, sangat bermacam-macam fiturnya bahkan sampai bisa beli tiket perjalanan disini.",,,Positive
Sudah bisa daftar dan login. Tapi waktu keluar aplikasi. Masuk lagi mau login ke akun. Malah dialihkan ke daftar lagi. Programmer nya payah. Alahasil tidak bisa login. Karena dialihkan ke daftar terus.,,Negative,
Susah verifikasi wajah,,Negative,
"Gampang di akses, tp untuk daftar tapenas blm bisa",,Positive,
Aplikasi ga jelassss dikit dikit LOGOUT!!!!! KALO GA BISA BIKIN APLIKASI BAGUS UDH LAH JUALAN GALON AJA LU,,Negative,
Ka knpa mau bayar atau beki kok gagal terus ya,,,Negative
aku udah pake wondr beberapa bulan ini dan beneran deh pake wondr ini sangat ngebantu aku. tampilannya sangat simple jadi gampang buat di gunain. fitur nya lengkap banget. dan fitur scan qris nya membantu bangeeeeeet. ga lelet dan langsung satset.,Positive,,Positive
"Perlu ditingkatkan, banyak bug, sdh 3 kali sy foto ktp depan toko berbeda. Aplikasi nya sering log out sendiri.",,Negative,
"min tolong update apknya dong, mbanking BNI yang dulu ada fitur mobile tunai buat tarik tunai tanpa kartu, wondr kok malah belum ada fitur itu ya?",,,Negative
"Ga ada e-statement nya, mesti ke mbanking BNI dulu buat download daftar mutasi",,Negative,Negative
"Aplikasi dari bank bni dg tampilan keren, memudahkan kita untuk transaksi perbankan, wondr BNI keren yg blm punya silakan download",Positive,,Positive
"Sejauh ini aplikasinya ok banget ya. Tampilannya modern dan responsif. Untuk ngecek saldo dan mutasi akun juga akurat, fitur fiturnya juga ok dan lengkap",Positive,Positive,Positive
"Apps terupdate dari BNI, fitur yg ada di wondr cukup lengkap dan memudahkan nasabahnya untuk bertransaksi terutama bagi pengguna yg terbiasa cashless",,,Positive
"Mending m-banking aja deh. Gampang dipakainya. Kalo bisa pakai 1 aplikasi untuk semua transaksi, ngapain pake harus ikut²an bikin aplikasi lain. Bikin ribet",,,Positive
"Ga bisa transaksi autodebet pln. Gagal karena ubp, dan tidak ada laporan brp yg di potong.",,,Negative
"Saya kasi bintang 3 dulu di karenakan punya saya tidak bisa di masukan kode otp nya, sudah di masukan masih tidak bisa, mohon bantuannya",,Negative,
"Baru install, kemudian daftar, beres, berhasil. Logout aplikasi. Mau coba login lagi lah kok ga bisa malah ke halaman persetujuan penggunaan aplikasi lagi pas daftar. Dicentangin notif sesi sudah selesai dan diinstruksikan login tp aplikasi ga ke halaman login tetap ke halaman pendaftaran. Bagaimana ini? Mobile banking ga bisa kepakai, wondr juga ga bisa. Ribet.",,Negative,
Tidak bisa tarik tunai menggunkan wondr,,,Positive
"belum ada Transaksi Tanpa Kartu Kalau lupa bawa ATM Masih harus pake bni mobile,belum lengkap dibanding bank lainnya dan mobile banking sebelumnya,dan belum tersedia BNI Poin/Poin+ Gak tau kenapa lambat sekali pengembangan apps nya",,,Negative
"Sering banget eror, sering banget perbaikan dan lain2, di buka lemot banget padahal sinyal bagus dan stabil. Saat ada transaksi penting dan mendadak malah tidak bisa di pakai. Mending wonder aja yg di hapus min daripada bni mobile banking, masih mending aplikasi yg sebelum nya.",,,Negative
"Aplikasi cacat.. kalau keluar masuk lagi, suruh verifikasi ktp lagi,, cacat cacat",,Negative,
"Kenapa si tiap jam malam selalu ga bisa,, mau transfer atau qris gagal terus,, hp udah di restart ulang, udah dj uninstal trus instal lagi,, tiap mlm selalu ga bisa transfer atau qris,, tolong lah jangan begini,, kalo lagi buru2 kan jadi susah,,",,,Negative
Aplikasi wondr by BNI ini sangat membantu di waktu terdesak seperti saat kemarin saya melakukan transfer darurat ke adik saya yang kebetulan sedang membutuhkan uang secepatnya dan dengan aplikasi ini transfer berhasil dalam waktu singkat.,,,Positive
"Kedua kali nya di bikin malu sama aplikasi wondr Mau bayar gagal2 terus di perbaiki di jam 11 malam sampai jam 3 pagi Kalo eror jangan lama... Malu maluin banget bayar Qris ga bisa tf ga bisa dana ga bisa , bener2 malu maluin ke dua kali nya Tolong di perbaiki jangan bikin malu yang pakai wondr",,,Negative
"Banyak Bug nya, mau TF tulisan nya nggak cukup, saldo.... kecewa pakai wondr👎👎👎",,,Negative
Aplikasi yang sangat bagus dengan fitur lengkap membuat saya lebih mudah bertransaksi .thanks wondr by BNI,,,Positive
"Masih jauh dari rival , masih terlalu lemot , sering maintenance dijam sibuk transaksi .!!!!",,,Negative
"Ini aplikasi keren banget sih,bisa lengkap banget fitur nya,dari mulai ngatur keuangan,pesan tiket buat liburan ,sampai investasi juga bisa, daftar juga mudah",Positive,Positive,Positive
buruk banget . masa nominal limit transfer cuma 500.000 ke e-wallet .. nyusahin banget aplikasi BUMN,,,Negative
Bahaya ini. Gw isi pulsa lewat wonder gagal. Tp s aldo gww kaga balik. Sampe sekarang Zonk. Udah kirim @mail gk ada jawaban OTW DELET WONDER,,Negative,
Belum ada fitur setor dan tarik tunai tanpa kartu dari ATM,,,Negative
"Aplikasi yang bener bener bikin hidup jadi lebih gampang! Fiturnya lengkap, desainnya simpel, dan transaksinya cepet banget. Recommended banget buat yang suka serba praktis dan sat set kayak aku.",Positive,,Positive
GA ADA FITUR TARIK TUNAI NYA,,,Negative
"Verifikasi wajahnya sangat sulit, diulang2 terus masih aja gabisa juga. Udah berhari-hari coba tetep susah",,Negative,
Kenapa transfer dari Dana ke wondr status Berhasil tapi uangnya belum masuk ke rekening saya di wondr,,,Negative
dikira udah bisa semua udah uninstall mobile banking ternyata gak bisa download mutasi klo ada yg baru harusnya lebih komplit bukan malah ilang fitur nya aneh,,,Negative
Bug di halaman awal bagian syarat dan ketentuan penggunaan terulang ulang hingga tidak bisa login,,Negative,
Aplikasi jelek..selalu bug selalu minta verifikasi kalo mau masuk... Ga work it lebih bagus lewat aplikasi BNI mobile..ga bisa simple kaya BNI mobile..,Negative,Negative,
"Sebenernya udah bagus, dan lebih cepat dan ringan load aplikasinya. Tapi sayangnya masih belum ada fitur mobile tunai. Tolong segerakan ada fitur tersebut. Terimakasih",,,Positive
"ngestuck di loading screen gabisa login,percuma bikin aplikasi kalo ga bener",,Negative,
Lumayan mempermudah transaksi,,,Positive
"Bagus sih banyak promo menarik Tapi Riwayat transaksi masih ga sinkron. Uang keluar masuk ga tercatat sepenuhnya. Masih oke apk yang lama. Semoga lekas diperbaiki, Komentar 21/12/2024",Positive,,Negative
"Aplikasinya keren banget cuy, fiturnya lengkap dan gampang banget dipahami. Semua fungsi berjalan mulus tanpa hambatan, jadi bikin nyaman buat dipakai setiap hari. Desainnya juga enak dilihat, simpel tapi tetap modern. Yang bikin makin oke sih, aplikasi ini beneran nge-support kebutuhan gw sehari-hari. Mantap banget, lanjut terus pengembangannya min!",Positive,,
Jangn berikn batas verivikasi pada muka mengganggu Banget saya nggak nyaman dengn verivikasi wajah yang di batasi tolong jangn di batasi mohon di baca,,Negative,
Apakah aplikasi ini rusak? Knp tidak bisa login hanya ngestak di gambar wonder saja,,Negative,
"Sering gagal verifikasi wajah, ngga jadi makai",,Negative,
Selalu ngulang dari awal terus verifikasi input data diri dll kalo mau login. Mending aplikasi BNI yg lama,,Negative,
"Habis ganti hp, aktifin m banking ke bank malah suruh download wonder, eh masih enak yg lama, masak transaksi e wallet maximal cuma sejuta",,,Negative
"Masa tiap mau gunakan aplikasi, daftar terus? Konfirm KTP dan wajah?",,Negative,
Belum ada rekening koran (e-statement). Di BNI Mobile Banking terbatas 100 transaksi terakhir 🤦,,,Negative
"muncul syarat dan ketentuan terus, padahal udh dicentang. malah muncul sesi login hbis terus.",,Negative,
"Secara keseluruhan bagus sih.. di planning kan sebagai pengganti mbanking yang udah lama berjalan, tapi dr sisi realtime dan fitur² masih banyak kekurangan, transaksi di tgl yg sama ga keluar, karena kadang² saat transaksi harian suka lupa kirim bukti transfer, tapi pas di cari lg ga ada riwayat transaksi berjalan di tanggal yg sama",,,Negative
Tolong aplikasi ny diperbaiki masih ada bug sudah daftar kok..masih disuruh daftar lagi..kalau aplikasi blum 100% bagus jangan digunakan dulu..tolong diperbaiki ini mau transfer uang jadi gak bisa,,Negative,Negative
"Saya temukan bug, saya user realme 8i, untuk pembayaran menggunakan qris selalu eror, hanya bisa menggunakan transfer biasa atau Bi Fast. Mohon atasi masalah ini",,,Negative
