content,content_stemmed,content_list,aspect_tokens,Tampilan,Authentikasi,Transaksi,aspects
Tidak bisa login walaupun nomor aktif dan ingat password nya. Tolong cepat diperbaiki karna kami sebagai pengguna aplikasi susah jika ada keperluan mendesak yang diharuskan menggunakan bank BNI🙏🏻🙏🏻,"[tidak, login, nomor, aktif, password, tolong, cepat, diperbaiki, guna, susah, perlu, desak, harus, bank]","['tidak', 'login', 'nomor', 'aktif', 'password', 'tolong', 'cepat', 'diperbaiki', 'guna', 'susah', 'perlu', 'desak', 'harus', 'bank']","{'Tampilan': [], 'Authentikasi': ['login'], 'Transaksi': []}",NA,Negative,NA,Authentikasi
"Lebih simpel fitur² nya, tapi belum ada fitur tarik tunai langsung","[lebih, simpel, fitur, belum, fitur, tarik, tunai, langsung]","['lebih', 'simpel', 'fitur', 'belum', 'fitur', 'tarik', 'tunai', 'langsung']","{'Tampilan': ['simpel'], 'Authentikasi': [], 'Transaksi': ['tarik', 'tunai']}",Negative,NA,Positive,"Tampilan, Transaksi"
Sangat sulit dalam verifikasi wajah,"[sangat, sulit, verifikasi, wajah]","['sangat', 'sulit', 'verifikasi', 'wajah']","{'Tampilan': [], 'Authentikasi': ['verifikasi', 'wajah'], 'Transaksi': []}",NA,Negative,NA,Authentikasi
Ribet mau bayar VA Shopee malah masuk ke ewallet,"[rumit, bayar, va, shopee, masuk, ewallet]","['rumit', 'bayar', 'va', 'shopee', 'masuk', 'ewallet']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['bayar']}",NA,NA,Negative,Transaksi
printah verifikasi nya bobrok parah udah sih ini apk rongsokan gak usah di pakek di pertama loginnya aja kelihatan apk mungut di tempat sampah,"[printah, verifikasi, bobrok, parah, sih, rongsok, tidak, pakai, loginnya, mungut, sampah]","['printah', 'verifikasi', 'bobrok', 'parah', 'sih', 'rongsok', 'tidak', 'pakai', 'loginnya', 'mungut', 'sampah']","{'Tampilan': [], 'Authentikasi': ['verifikasi'], 'Transaksi': []}",NA,Negative,NA,Authentikasi
"Udah brp bulan make, masih aja banyak kendala hadeuhh contohnya : TF ke E-wallet selalu ada keterangan ""Ada kendala di sistem kami"" Seminggu begitu teruss","[pakai, masih, kendala, hadeuhh, contoh, transfer, e, wallet, terang, kendala, sistem, minggu]","['pakai', 'masih', 'kendala', 'hadeuhh', 'contoh', 'transfer', 'e', 'wallet', 'terang', 'kendala', 'sistem', 'minggu']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transfer']}",NA,NA,Negative,Transaksi
Ko pake wonder by BNI uang saya ke ambil sendri si saldo berkurang terus padahal ga sy ambil gimana ini pke wonder ga jelas banget jadinya,"[pakai, uang, ambil, sih, saldo, kurang, tidak, ambil, pakai, tidak, banget]","['pakai', 'uang', 'ambil', 'sih', 'saldo', 'kurang', 'tidak', 'ambil', 'pakai', 'tidak', 'banget']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['uang', 'saldo']}",NA,NA,Negative,Transaksi
"Aplikasi apaan ga jelas Keseringan gagal transaksi,.bangke doang lah Fitur tarik tunai juga ga ada Masih mending aplikasi yg lama","[tidak, sering, gagal, transaksi, bangkai, doang, fitur, tarik, tunai, tidak, masih, lebih, baik, lama]","['tidak', 'sering', 'gagal', 'transaksi', 'bangkai', 'doang', 'fitur', 'tarik', 'tunai', 'tidak', 'masih', 'lebih', 'baik', 'lama']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi', 'tarik', 'tunai']}",NA,NA,Negative,Transaksi
Ini wondr lgi eror apa gimana ya? soalnya udh brpa kali di transfer g msuk² transferanny tolong dong d benerin yg kayak gni kita sebagai pengguna rugi klo kyak gni,"[error, kali, transfer, tidak, masuk, transferanny, tolong, benerin, kayak, guna, rugi, kayak]","['error', 'kali', 'transfer', 'tidak', 'masuk', 'transferanny', 'tolong', 'benerin', 'kayak', 'guna', 'rugi', 'kayak']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transfer']}",NA,NA,Negative,Transaksi
Ini aplikasi tidak dari mobile BNI sampai ke wondr selalu saja bermasalah. Ini barusan mau transfer tidak bisa dengan ada tulisan saldo minimum. Sedangkan setiap harinya bisa kenapa tiba2 jadi tdk bisa. Jujur saya sangat menyesal menjadi nasabah di BNI karena bukan kemudahan yg didapat tapi menyusahkan,"[tidak, masalah, barusan, transfer, tidak, tulis, saldo, minimum, hari, tidak, jujur, sangat, sesal, nasabah, mudah, susah]","['tidak', 'masalah', 'barusan', 'transfer', 'tidak', 'tulis', 'saldo', 'minimum', 'hari', 'tidak', 'jujur', 'sangat', 'sesal', 'nasabah', 'mudah', 'susah']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transfer', 'saldo']}",NA,NA,Negative,Transaksi
Belum bisa tarik tunai tanpa kartu,"[belum, tarik, tunai, tanpa, kartu]","['belum', 'tarik', 'tunai', 'tanpa', 'kartu']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['tarik', 'tunai']}",NA,NA,Positive,Transaksi
"Admin selamat mlm, sy pengguna aplikasi wonder BNI, tadi siang lancar dibuka, namun barusan saat mencoba transfer ke rek bank lain, malah error tdk dpt login, tlng dibantu admin, terimakasih","[admin, selamat, malam, guna, siang, lancar, buka, barusan, coba, transfer, rekening, bank, error, tidak, login, tlng, bantu, admin, terimakasih]","['admin', 'selamat', 'malam', 'guna', 'siang', 'lancar', 'buka', 'barusan', 'coba', 'transfer', 'rekening', 'bank', 'error', 'tidak', 'login', 'tlng', 'bantu', 'admin', 'terimakasih']","{'Tampilan': [], 'Authentikasi': ['login'], 'Transaksi': ['transfer', 'rekening']}",NA,Positive,Positive,"Authentikasi, Transaksi"
Bagusan apk lama riwayat transaksi jelas masuk berapa saldo jd berapa jelas. Lah ini cuma masuk sekian sekian sekian dan terimakasih.,"[bagus, lama, riwayat, transaksi, masuk, saldo, masuk, sekian, sekian, sekian, terimakasih]","['bagus', 'lama', 'riwayat', 'transaksi', 'masuk', 'saldo', 'masuk', 'sekian', 'sekian', 'sekian', 'terimakasih']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi', 'saldo']}",NA,NA,Negative,Transaksi
Keren Sih tapi gak ada bonus nya,"[keren, sih, tidak, bonus]","['keren', 'sih', 'tidak', 'bonus']","{'Tampilan': ['keren'], 'Authentikasi': [], 'Transaksi': []}",Negative,NA,NA,Tampilan
"Lebih bagus yg lama, ni verifikasi wajah malah error.","[lebih, bagus, lama, verifikasi, wajah, error]","['lebih', 'bagus', 'lama', 'verifikasi', 'wajah', 'error']","{'Tampilan': [], 'Authentikasi': ['verifikasi', 'wajah'], 'Transaksi': []}",NA,Negative,NA,Authentikasi
"Mau daftar aja susah ,mending APUS nih apk","[daftar, susah, lebih, baik, hapus, nih]","['daftar', 'susah', 'lebih', 'baik', 'hapus', 'nih']","{'Tampilan': [], 'Authentikasi': ['daftar'], 'Transaksi': []}",NA,Negative,NA,Authentikasi
Sangat mudah dalam penggunaan dan mempermudah transaksi,"[sangat, mudah, guna, mudah, transaksi]","['sangat', 'mudah', 'guna', 'mudah', 'transaksi']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Positive,Transaksi
"saya kasih bintang satu dulu soalx klw mau login kadang lama pdhl jaringan internet stabil, catatan transaksi tidak secara langsung menampilkan saldo awal dan saldo akhir seperti history (riwayat transaksi) pada aplikasi BNI Mobile banking sehingga memudahkan nasabah apabila ada kekeliruan saya lebih suka pakai Bni mobile Banking..tolong di perbaiki lagi aplikasinya","[kasih, bintang, login, kadang, lama, jaring, internet, stabil, catat, transaksi, tidak, langsung, tampil, saldo, saldo, history, riwayat, transaksi, mudah, nasabah, keliru, lebih, sering, pakai, tolong, baik]","['kasih', 'bintang', 'login', 'kadang', 'lama', 'jaring', 'internet', 'stabil', 'catat', 'transaksi', 'tidak', 'langsung', 'tampil', 'saldo', 'saldo', 'history', 'riwayat', 'transaksi', 'mudah', 'nasabah', 'keliru', 'lebih', 'sering', 'pakai', 'tolong', 'baik']","{'Tampilan': [], 'Authentikasi': ['login'], 'Transaksi': ['transaksi', 'saldo', 'saldo', 'transaksi']}",NA,Positive,Positive,"Authentikasi, Transaksi"
Kenapa wondr gangguan sih gk bsa login padahal di BNI mobile tempat istri aman aman aja. Jd susah transaksi,"[gangguan, sih, tidak, login, istri, aman, aman, susah, transaksi]","['gangguan', 'sih', 'tidak', 'login', 'istri', 'aman', 'aman', 'susah', 'transaksi']","{'Tampilan': [], 'Authentikasi': ['login'], 'Transaksi': ['transaksi']}",NA,Negative,Positive,"Authentikasi, Transaksi"
Mudah transaksinya. Terima kasih BNI,"[mudah, transaksi, terima, kasih]","['mudah', 'transaksi', 'terima', 'kasih']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Positive,Transaksi
Kasih bintang 5 kalo udah ada menu mobile tunai,"[kasih, bintang, menu, tunai]","['kasih', 'bintang', 'menu', 'tunai']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['tunai']}",NA,NA,Positive,Transaksi
"Bikin tambah susah! Mau login aja susah! Sok2an vermuk, tp sistem belum siap! Gk bs login, login vermuk susah! Aplikasi odong2.","[susah, login, susah, sok, verifikasi, muka, sistem, belum, tidak, login, login, verifikasi, muka, susah, odong]","['susah', 'login', 'susah', 'sok', 'verifikasi', 'muka', 'sistem', 'belum', 'tidak', 'login', 'login', 'verifikasi', 'muka', 'susah', 'odong']","{'Tampilan': [], 'Authentikasi': ['login', 'verifikasi', 'login', 'login', 'verifikasi'], 'Transaksi': []}",NA,Negative,NA,Authentikasi
"Setiap tutup aplikasi, pas buka bukan halaman login tapi halaman utk pertama kali masuk akun. Tiap buka aplikasi harus foto ktp","[tutup, pas, buka, halaman, login, halaman, kali, masuk, akun, buka, foto, ktp]","['tutup', 'pas', 'buka', 'halaman', 'login', 'halaman', 'kali', 'masuk', 'akun', 'buka', 'foto', 'ktp']","{'Tampilan': [], 'Authentikasi': ['login', 'akun'], 'Transaksi': []}",NA,Positive,NA,Authentikasi
Apk nya susah buat daftar,"[susah, daftar]","['susah', 'daftar']","{'Tampilan': [], 'Authentikasi': ['daftar'], 'Transaksi': []}",NA,Negative,NA,Authentikasi
"Aplikasi gimana ini Min,Setiap mau masuk selalu error.malah mau masuk di suruh verifikasi lagi.katanya kata sandi ku salah .padahal setiap hari transaksi kata sandiku tetap itu juga.mau sampai kapan setiap mau Log in harus verifikasi terus .masuk lagi ke no hp ,foto ktp lagi ,foto selfi lagi ,Kan gilak.kita di situ mau lihat keuangan bukan mau pinjaman uang.mobile banking itu seharusnya memudahkan Min bukan malah mempersulit sistem perbankan.Tolong di perbaiki lagi sistem nya Ok.","[admin, masuk, error, masuk, suruh, verifikasi, sandi, ku, salah, transaksi, sandi, login, verifikasi, masuk, nomor, hp, foto, ktp, foto, selfi, gila, situ, lihat, uang, pinjam, uang, mudah, admin, sulit, sistem, perban, tolong, baik, sistem, oke]","['admin', 'masuk', 'error', 'masuk', 'suruh', 'verifikasi', 'sandi', 'ku', 'salah', 'transaksi', 'sandi', 'login', 'verifikasi', 'masuk', 'nomor', 'hp', 'foto', 'ktp', 'foto', 'selfi', 'gila', 'situ', 'lihat', 'uang', 'pinjam', 'uang', 'mudah', 'admin', 'sulit', 'sistem', 'perban', 'tolong', 'baik', 'sistem', 'oke']","{'Tampilan': [], 'Authentikasi': ['verifikasi', 'login', 'verifikasi'], 'Transaksi': ['transaksi', 'uang', 'uang']}",NA,Positive,Positive,"Authentikasi, Transaksi"
"Min, saya transfer ke dana tgl 24 Desember 2024, kok belum masuk sampai sekarang ya","[admin, transfer, dana, tang, desember, belum, masuk]","['admin', 'transfer', 'dana', 'tang', 'desember', 'belum', 'masuk']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transfer']}",NA,NA,Positive,Transaksi
"Mending ini ditiadakan aja dhh pertahanin yang versi sebelumnya,, klo yg ini dipakai transfer gagal trus..","[lebih, baik, tiada, dhh, pertahanin, versi, pakai, transfer, gagal]","['lebih', 'baik', 'tiada', 'dhh', 'pertahanin', 'versi', 'pakai', 'transfer', 'gagal']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transfer']}",NA,NA,Negative,Transaksi
"Saya user BNI Mobile, dan terdengar kabar kalau BNI Mobile mau dihapus dan diganti Wonder. Yang jadi permasalahan dan banyak terjadi di pengguna BNI Mobile yang mau pindah ke Wonder.untuk verifikasi wajah selalu gagal dan itu bisa gagal berhari hari. Masa iya sekelas BNI bisa kala sama fitur aplikasi Pinjol. Gagal disini bukan krna data tidak sesuai tapi memang aplikasi Wonder ini tidak merespon saat melakukan verifikasi. Kalau ga sanggup melakukan perbaikan hapus saja ini aplikasi.","[user, dengar, kabar, hapus, ganti, masalah, guna, pindah, verifikasi, wajah, gagal, gagal, hari, iya, kelas, fitur, pinjol, gagal, data, tidak, sesuai, tidak, merespon, verifikasi, tidak, sanggup, perbaikan, hapus]","['user', 'dengar', 'kabar', 'hapus', 'ganti', 'masalah', 'guna', 'pindah', 'verifikasi', 'wajah', 'gagal', 'gagal', 'hari', 'iya', 'kelas', 'fitur', 'pinjol', 'gagal', 'data', 'tidak', 'sesuai', 'tidak', 'merespon', 'verifikasi', 'tidak', 'sanggup', 'perbaikan', 'hapus']","{'Tampilan': [], 'Authentikasi': ['verifikasi', 'wajah', 'verifikasi'], 'Transaksi': []}",NA,Negative,NA,Authentikasi
Aplikasi keluar sendiri sesi login berakhir. Gitu aja terus. Masih lebih bagus BNI mobile yg lama,"[sesi, login, masih, lebih, bagus, lama]","['sesi', 'login', 'masih', 'lebih', 'bagus', 'lama']","{'Tampilan': [], 'Authentikasi': ['login'], 'Transaksi': []}",NA,Negative,NA,Authentikasi
"Aplikasi Bank yang paling buruk, sering error, sering minta verifikasi wajah, namun sensor wajah dari aplikasi ini sangat buruk jadinya verifikasi wajah pun gagal dan HARUS DIULANG KEESOKAN HARINYA ! Tampilan menu didalamnya ribet dan rumit. Pengalaman paling buruk menggunakan aplikasi Bank BNI ini !!","[bank, buruk, sering, error, sering, verifikasi, wajah, sensor, wajah, sangat, buruk, verifikasi, wajah, gagal, ulang, esok, hari, tampilan, menu, dalam, rumit, rumit, alam, buruk, bank]","['bank', 'buruk', 'sering', 'error', 'sering', 'verifikasi', 'wajah', 'sensor', 'wajah', 'sangat', 'buruk', 'verifikasi', 'wajah', 'gagal', 'ulang', 'esok', 'hari', 'tampilan', 'menu', 'dalam', 'rumit', 'rumit', 'alam', 'buruk', 'bank']","{'Tampilan': ['tampilan'], 'Authentikasi': ['verifikasi', 'wajah', 'wajah', 'verifikasi', 'wajah'], 'Transaksi': []}",Positive,Negative,NA,"Tampilan, Authentikasi"
"Wonder aplikasi belum siap sudah di publish ,disuruh ganti pasword sudah masukan no hp yang aktif dihp dikasi kode lewat wa ,photo ktp,kembali lagi ke awal masukan no hp,gitu - gitu saja padahal kan sudah dipakai sebelumnya karena disuruh masukan pasword baru pilih lupa pasword ya keluar hal di atas, kemudian buka rekening goal juga gak pernah berhasil","[belum, publish, suruh, ganti, password, masuk, nomor, hp, aktif, dihp, kasi, kode, wa, photo, ktp, masuk, nomor, hp, pakai, suruh, masuk, password, pilih, lupa, password, buka, rekening, goal, tidak, hasil]","['belum', 'publish', 'suruh', 'ganti', 'password', 'masuk', 'nomor', 'hp', 'aktif', 'dihp', 'kasi', 'kode', 'wa', 'photo', 'ktp', 'masuk', 'nomor', 'hp', 'pakai', 'suruh', 'masuk', 'password', 'pilih', 'lupa', 'password', 'buka', 'rekening', 'goal', 'tidak', 'hasil']","{'Tampilan': [], 'Authentikasi': ['kode'], 'Transaksi': ['rekening']}",NA,Positive,Positive,"Authentikasi, Transaksi"
"Apk Wondr BNI diharapkan bisa berfungsi lebih baik dari BNI mobile ternyata tidak , fitur BNI mobile yang lama lebih mudh utk bertransaksi dan tidak pernah eror. Wonder BNI sering error dan mempersulit pengguna dalam bertransaksi disaat2 emergency tdk dapat digunakan...Tolong Pihak BNI menindaklanjuti permasalahan yang ada terimkasih","[harap, fungsi, lebih, baik, tidak, fitur, lama, lebih, mudh, transaksi, tidak, error, sering, error, sulit, guna, transaksi, saat, emergency, tidak, tolong, menindaklanjuti, masalah, terimkasih]","['harap', 'fungsi', 'lebih', 'baik', 'tidak', 'fitur', 'lama', 'lebih', 'mudh', 'transaksi', 'tidak', 'error', 'sering', 'error', 'sulit', 'guna', 'transaksi', 'saat', 'emergency', 'tidak', 'tolong', 'menindaklanjuti', 'masalah', 'terimkasih']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi', 'transaksi']}",NA,NA,Negative,Transaksi
"sejauh ini msh aman Krn msh transaksi yg ringan, cuma sy lihat LBH byk fiturnya BNI mobile. d wondr by BNI ini msh byk fitur2 nya yg kurang, sy smpe skrg g dpt MPN (pembayaran penerimaan negara) yg biasanya kita pakai saat pembayrn pendaftar dan perpanjangan pasport d kantor imigrasi, dll. pdhl yg BNI mobile ada, lengkap, dan g ribet. mhn segera diperbaiki wondr by BNI ini KLO mmg ke depanx akan dialihkan dri BNI mobile, hrsx aplikasi yg ini LBH mantap dri BNI mobile, ini kok malah sebaliknya ya","[masih, aman, masih, transaksi, ringan, lihat, lebih, fiturnya, masih, fitur, kurang, tidak, mpn, bayar, terima, negara, pakai, pembayrn, daftar, panjang, pasport, kantor, imigrasi, dll, lengkap, tidak, rumit, mhn, diperbaiki, depanx, alih, lebih, mantap]","['masih', 'aman', 'masih', 'transaksi', 'ringan', 'lihat', 'lebih', 'fiturnya', 'masih', 'fitur', 'kurang', 'tidak', 'mpn', 'bayar', 'terima', 'negara', 'pakai', 'pembayrn', 'daftar', 'panjang', 'pasport', 'kantor', 'imigrasi', 'dll', 'lengkap', 'tidak', 'rumit', 'mhn', 'diperbaiki', 'depanx', 'alih', 'lebih', 'mantap']","{'Tampilan': [], 'Authentikasi': ['daftar'], 'Transaksi': ['transaksi', 'bayar']}",NA,Negative,Positive,"Authentikasi, Transaksi"
"aplikasinya cukup bagus sebenernya tapi sering suruh verifikasi terus kalo masuk ngulang² terus dari awal masukin nomor fotoin ktp jadinya ribet, tolong ya di perbaiki","[bagus, sering, suruh, verifikasi, masuk, ngulang, pasuk, nomor, foto, ktp, rumit, tolong, baik]","['bagus', 'sering', 'suruh', 'verifikasi', 'masuk', 'ngulang', 'pasuk', 'nomor', 'foto', 'ktp', 'rumit', 'tolong', 'baik']","{'Tampilan': [], 'Authentikasi': ['verifikasi'], 'Transaksi': []}",NA,Negative,NA,Authentikasi
transaksi sering tertunda akibat aplikasi sering eror,"[transaksi, sering, tunda, akibat, sering, error]","['transaksi', 'sering', 'tunda', 'akibat', 'sering', 'error']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Negative,Transaksi
Mau verifikasi wajah 3 hari pun gak bisa aplikasi jancokkkk,"[verifikasi, wajah, tidak, jancokkkk]","['verifikasi', 'wajah', 'tidak', 'jancokkkk']","{'Tampilan': [], 'Authentikasi': ['verifikasi', 'wajah'], 'Transaksi': []}",NA,Negative,NA,Authentikasi
Mbangking paling lemot dan uang suka nyangkut trnsaksi berhasil duit tidak keluar atau masuk ke yg di tf lebih baik pindah ke bank lain tidak rekomendasi BNI,"[mbangking, lot, uang, sering, nyangkut, transaksi, hasil, uang, tidak, masuk, transfer, lebih, baik, pindah, bank, tidak, rekomendasi]","['mbangking', 'lot', 'uang', 'sering', 'nyangkut', 'transaksi', 'hasil', 'uang', 'tidak', 'masuk', 'transfer', 'lebih', 'baik', 'pindah', 'bank', 'tidak', 'rekomendasi']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['uang', 'transaksi', 'uang', 'transfer']}",NA,NA,Negative,Transaksi
Tidak bisa tarik tunai?,"[tidak, tarik, tunai]","['tidak', 'tarik', 'tunai']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['tarik', 'tunai']}",NA,NA,Negative,Transaksi
"Bisa transaksi, tapi masa qris kena biaya juga sih? Sedih banget","[transaksi, qris, kena, biaya, sih, sedih, banget]","['transaksi', 'qris', 'kena', 'biaya', 'sih', 'sedih', 'banget']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Negative,Transaksi
Makin mudah dan lancar dalam bertransaksi,"[mudah, lancar, transaksi]","['mudah', 'lancar', 'transaksi']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Positive,Transaksi
"Sering eror, top up dana gak terkirim², padahal di keterangan nya top up berhasil, tolong perbaiki lagi, informasikan klo memang transaksi gagal, ga ada kepastiannya, kasih bintang 1 dlu, perbaiki baru bintang 5.","[sering, error, top, up, dana, tidak, kirim, terang, top, up, hasil, tolong, baik, informasi, transaksi, gagal, tidak, pasti, kasih, bintang, baik, bintang]","['sering', 'error', 'top', 'up', 'dana', 'tidak', 'kirim', 'terang', 'top', 'up', 'hasil', 'tolong', 'baik', 'informasi', 'transaksi', 'gagal', 'tidak', 'pasti', 'kasih', 'bintang', 'baik', 'bintang']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Negative,Transaksi
"Waduh makin susah pakai wondr, lebih enak pakai bni mobile, tolong fitur mobile tunainya segera di munculkan biar mempermudah transaksi, update terbaru malah fiturnya masih belum lengkap, tapi di bni mobile fiturnya malah dimatikan astaga!!!","[susah, pakai, lebih, enak, pakai, tolong, fitur, tunai, muncul, mudah, transaksi, update, baru, fiturnya, masih, belum, lengkap, fiturnya, mati, astaga]","['susah', 'pakai', 'lebih', 'enak', 'pakai', 'tolong', 'fitur', 'tunai', 'muncul', 'mudah', 'transaksi', 'update', 'baru', 'fiturnya', 'masih', 'belum', 'lengkap', 'fiturnya', 'mati', 'astaga']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['tunai', 'transaksi']}",NA,NA,Negative,Transaksi
